Chunks,NLTK,spaCy,NLTK U spaCy,No_Names
" my
mother Her elder and only sister the godmother of my childhood
discovering signs of life in me when I had been laid aside as dead
had in her stern sense of duty with no desire or willingness that I
should live reared me in rigid secrecy and had never again beheld my
mothers face from within a few hours of my birth So strangely did I
hold my place in this world that until within a short time back I had
never to my own mothers knowledge breathedhad been buriedhad
never been endowed with lifeha",F,F,F,True
"d never borne a name When she had
first seen me in the church she had been startled and had thought of
what would have been like me if it had ever lived and had lived on
but that was all then

What more the letter told me needs not to be repeated here It has
its own times and places in my story

My first care was to burn what my mother had written and to consume
even its ashes I hope it may not appear very unnatural or bad in me
that I then became heavily sorrowful to think I had ever been reare",F,F,F,True
"d
That I felt as if I knew it would have been better and happier for
many people if indeed I had never breathed That I had a terror of
myself as the danger and the possible disgrace of my own mother and
of a proud family name That I was so confused and shaken as to be
possessed by a belief that it was right and had been intended that I
should die in my birth and that it was wrong and not intended that I
should be then alive

These are the real feelings that I had I fell asleep worn out and
when ",F,F,F,True
"tracted to the house for the first time Perhaps I might not
have gone near it if I had been in a stronger frame of mind As it
was I took the path that led close by it

I did not dare to linger or to look up but I passed before the
terrace garden with its fragrant odours and its broad walks and its
wellkept beds and smooth turf and I saw how beautiful and grave it
was and how the old stone balustrades and parapets and wide flights
of shallow steps were seamed by time and weather and how the
train",F,F,F,True
" and by the stables
where none but deep voices seemed to be whether in the murmuring of
the wind through the strong mass of ivy holding to a high red wall
or in the low complaining of the weathercock or in the barking of
the dogs or in the slow striking of a clock So encountering
presently a sweet smell of limes whose rustling I could hear I
turned with the turning of the path to the south front and there
above me were the balustrades of the Ghosts Walk and one lighted
window that might be my mo",F,F,F,True
"thers

The way was paved here like the terrace overhead and my footsteps
from being noiseless made an echoing sound upon the flags Stopping
to look at nothing but seeing all I did see as I went I was passing
quickly on and in a few moments should have passed the lighted
window when my echoing footsteps brought it suddenly into my mind
that there was a dreadful truth in the legend of the Ghosts Walk
that it was I who was to bring calamity upon the stately house and
that my warning feet were haunt",F,F,F,True
"I was beloved and how happy I ought
to be That made me think of all my past life and that brought me
as it ought to have done before into a better condition

For I saw very well that I could not have been intended to die or I
should never have lived not to say should never have been reserved
for such a happy life I saw very well how many things had worked
together for my welfare and that if the sins of the fathers were
sometimes visited upon the children the phrase did not mean what I
had in the",F,F,F,True
" morning feared it meant I knew I was as innocent of my
birth as a queen of hers and that before my Heavenly Father I should
not be punished for birth nor a queen rewarded for it I had had
experience in the shock of that very day that I could even thus
soon find comforting reconcilements to the change that had fallen on
me I renewed my resolutions and prayed to be strengthened in them
pouring out my heart for myself and for my unhappy mother and feeling
that the darkness of the morning was passi",F,F,F,True
"ything was in its prettiest condition and
had the bird out ready as an important part of the establishment

There were more than two full hours yet to elapse before she could
come and in that interval which seemed a long one I must confess I
was nervously anxious about my altered looks I loved my darling so
well that I was more concerned for their effect on her than on any
one I was not in this slight distress because I at all repinedI am
quite certain I did not that daybut I thought would she b",F,F,F,True
"n in so many
palpitations from seeing dust in the distance though I knew it was
not and could not be the coach yet that I resolved to turn back
and go home again And when I had turned I was in such fear of the
coach coming up behind me though I still knew that it neither would
nor could do any such thing that I ran the greater part of the way
to avoid being overtaken

Then I considered when I had got safe back again this was a nice
thing to have done Now I was hot and had made the worst of it
in",F,F,F,True
"ng from his
ceiling I knew Mr Grubble very well by sight from his often
standing at his door A pleasantlooking stoutish middleaged man
who never seemed to consider himself cozily dressed for his own
fireside without his hat and topboots but who never wore a coat
except at church

He snuffed the candle and backing away a little to see how it
looked backed out of the roomunexpectedly to me for I was going
to ask him by whom he had been sent The door of the opposite parlour
being then opened I hear",F,F,F,True
"emark about
that Indeed he came in and turned our conversation He was charmed
to see me said he had been shedding delicious tears of joy and
sympathy at intervals for six weeks on my account had never been so
happy as in hearing of my progress began to understand the mixture
of good and evil in the world now felt that he appreciated health
the more when somebody else was ill didnt know but what it might be
in the scheme of things that A should squint to make B happier in
looking straight or that",F,F,F,True
" the dull Inns of Court by making Fortune
and her train sport through them to the melodious notes of a judgment
from the bench Thats very pleasant you know Some illconditioned
growling fellow may say to me Whats the use of these legal and
equitable abuses How do you defend them I reply My growling
friend I DONT defend them but they are very agreeable to me There
is a shepherdyouth a friend of mine who transmutes them into
something highly fascinating to my simplicity I dont say it is for
this th",F,F,F,True
"een him and heard him that you can ever have lived under his roof
and known him and can yet breathe even to me in this solitary place
where there is no one to hear us such unworthy suspicions

He reddened deeply as if his natural generosity felt a pang of
reproach He was silent for a little while before he replied in a
subdued voice Esther I am sure you know that I am not a mean
fellow and that I have some sense of suspicion and distrust being
poor qualities in one of my years

I know it very we",F,F,F,True
"ll showed that too plainly

So I tell him honourably you are to know I have written to him
about all this that we are at issue and that we had better be at
issue openly than covertly I thank him for his goodwill and his
protection and he goes his road and I go mine The fact is our
roads are not the same Under one of the wills in dispute I should
take much more than he I dont mean to say that it is the one to be
established but there it is and it has its chance

I have not to learn from you my de",F,F,F,True
"e to have done him without intending it so
   much wrong

   I do not quite know how to write what I wish to say next
   but I trust you will understand it as I mean it I have
   some fears my dearest cousin that it may be partly for
   my sake you are now laying up so much unhappiness for
   yourselfand if for yourself for me In case this should
   be so or in case you should entertain much thought of me
   in what you are doing I most earnestly entreat and beg
   you to desist You can do nothi",F,F,F,True
" from it but sorrow

   My dearest cousin it is needless for me to say that you
   are quite free and that it is very likely you may find
   some one whom you will love much better than your first
   fancy I am quite sure if you will let me say so that
   the object of your choice would greatly prefer to follow
   your fortunes far and wide however moderate or poor and
   see you happy doing your duty and pursuing your chosen
   way than to have the hope of being or even to be very
   rich with ",F,F,F,True
"cles bursting with
poetry like a young bud says to this highly respectable companion
I see a golden prospect before me its very bright its very
beautiful its very joyous here I go bounding over the landscape
to come at it The respectable companion instantly knocks him down
with the ruled accountbook tells him in a literal prosaic way that
he sees no such thing shows him its nothing but fees fraud
horsehair wigs and black gowns Now you know thats a painful
changesensible in the last degree I have",F,F,F,True
"sses among the Ladies Dedlock dead and gone
he told us that peaceful crooks became weapons of assault in their
hands They tended their flocks severely in buckram and powder and
put their stickingplaster patches on to terrify commoners as the
chiefs of some other tribes put on their warpaint There was a Sir
Somebody Dedlock with a battle a sprungmine volumes of smoke
flashes of lightning a town on fire and a stormed fort all in full
action between his horses two hind legs showing he supposed how
",F,F,F,True
"e They were all people in humble
circumstances and the melancholy boys mother kept a gingerbeer
shop

We danced for an hour with great gravity the melancholy child doing
wonders with his lower extremities in which there appeared to be
some sense of enjoyment though it never rose above his waist Caddy
while she was observant of her husband and was evidently founded upon
him had acquired a grace and selfpossession of her own which
united to her pretty face and figure was uncommonly agreeable She
a",F,F,F,True
"mplating
the apprentices The two outdoor boys went upon the staircase to put
on their halfboots and pull the indoor boys hair as I judged from
the nature of his objections Returning with their jackets buttoned
and their pumps stuck in them they then produced packets of cold
bread and meat and bivouacked under a painted lyre on the wall The
little gauzy child having whisked her sandals into the reticule and
put on a troddendown pair of shoes shook her head into the dowdy
bonnet at one shake and a",F,F,F,True
"ed been visibly in danger of cracking herself like a nut
in the frontparlour door by peeping out before she was asked for
immediately presented herself and requested us to walk in She was an
old lady in a large cap with rather a red nose and rather an
unsteady eye but smiling all over Her close little sittingroom was
prepared for a visit and there was a portrait of her son in it
which I had almost written here was more like than life it
insisted upon him with such obstinacy and was so determined",F,F,F,True
"rtunes by
making discoveries of which I should be the subject I presume that
you founded that belief upon your general knowledge of my being an
orphan girl indebted for everything to the benevolence of Mr
Jarndyce Now the beginning and the end of what I have come to beg
of you is Mr Guppy that you will have the kindness to relinquish
all idea of so serving me I have thought of this sometimes and I
have thought of it most latelysince I have been ill At length I
have decided in case you should at ",F,F,F,True
"any time recall that purpose and
act upon it in any way to come to you and assure you that you are
altogether mistaken You could make no discovery in reference to me
that would do me the least service or give me the least pleasure I
am acquainted with my personal history and I have it in my power to
assure you that you never can advance my welfare by such means You
may perhaps have abandoned this project a long time If so excuse
my giving you unnecessary trouble If not I entreat you on the
assur",F,F,F,True
"ance I have given you henceforth to lay it aside I beg you to
do this for my peace

I am bound to confess said Mr Guppy that you express yourself
miss with that good sense and right feeling for which I gave you
credit Nothing can be more satisfactory than such right feeling and
if I mistook any intentions on your part just now I am prepared to
tender a full apology I should wish to be understood miss as
hereby offering that apologylimiting it as your own good sense and
right feeling will point o",F,F,F,True
"ut the necessity of to the present
proceedings

I must say for Mr Guppy that the snuffling manner he had had upon
him improved very much He seemed truly glad to be able to do
something I asked and he looked ashamed

If you will allow me to finish what I have to say at once so that I
may have no occasion to resume I went on seeing him about to
speak you will do me a kindness sir I come to you as privately as
possible because you announced this impression of yours to me in a
confidence which I hav",F,F,F,True
"e really wished to respectand which I always
have respected as you remember I have mentioned my illness There
really is no reason why I should hesitate to say that I know very
well that any little delicacy I might have had in making a request to
you is quite removed Therefore I make the entreaty I have now
preferred and I hope you will have sufficient consideration for me
to accede to it

I must do Mr Guppy the further justice of saying that he had looked
more and more ashamed and that he looked",F,F,F,True
"to the fretting of parchment forms and
skins in greasy drawers The atmosphere is otherwise stale and close
The place was last painted or whitewashed beyond the memory of man
and the two chimneys smoke and there is a loose outer surface of
soot everywhere and the dull cracked windows in their heavy frames
have but one piece of character in them which is a determination to
be always dirty and always shut unless coerced This accounts for the
phenomenon of the weaker of the two usually having a bund",F,F,F,True
"ceeds in his buttonedup halfaudible voice as if
there were an unclean spirit in him that will neither come out nor
speak out What are you to do sir you inquire during the
vacation I should hope you gentlemen of the army may find many means
of amusing yourselves if you give your minds to it If you had asked
me what I was to do during the vacation I could have answered you
more readily I am to attend to your interests I am to be found
here day by day attending to your interests That is my duty Mr
",F,F,F,True
"ouredly that you are the most reliable fellow in the world
and that to have to do with you is to have to do with a man of
business who is not to be hoodwinked But put yourself in my case
dragging on this dislocated life sinking deeper and deeper into
difficulty every day continually hoping and continually
disappointed conscious of change upon change for the worse in
myself and of no change for the better in anything else and you
will find it a darklooking case sometimes as I do

You know says Mr",F,F,F,True
"ngratulate you sir with all my heart on your accession to
fortunewhich but that I never give hopes I might say something
further aboutyou will owe me nothing beyond whatever little balance
may be then outstanding of the costs as between solicitor and client
not included in the taxed costs allowed out of the estate I pretend
to no claim upon you Mr C but for the zealous and active
dischargenot the languid and routine discharge sir that much
credit I stipulate forof my professional duty My duty pr",F,F,F,True
"care suspense distrust and doubt it may have room for
some sorrowful wonder when he recalls how different his first visit
there how different he how different all the colours of his mind
But injustice breeds injustice the fighting with shadows and being
defeated by them necessitates the setting up of substances to combat
from the impalpable suit which no man alive can understand the time
for that being long gone by it has become a gloomy relief to turn to
the palpable figure of the friend who wo",F,F,F,True
" is not of
that consequence that I need put you to the trouble of making any
conditions Mr Guppy He pauses here to smile and his smile is as
dull and rusty as his pantaloons You are to be congratulated Mr
Guppy you are a fortunate young man sir

Pretty well so Mr Tulkinghorn I dont complain

Complain High friends free admission to great houses and access
to elegant ladies Why Mr Guppy there are people in London who
would give their ears to be you

Mr Guppy looking as if he would give his own red",F,F,F,True
"tion and
association The time might have been when I might have revealed it
to you It never will be more It is due alike to the oath I have
taken alike to the shattered idol and alike to circumstances over
which I have no control that the whole should be buried in oblivion
I charge you as a friend by the interest you have ever testified in
the fashionable intelligence and by any little advances with which I
may have been able to accommodate you so to bury it without a word
of inquiry

This charg",F,F,F,True
" staircases and along the galleries and passages and
through the rooms to witness before he grows any older that
everything is ready that floors are rubbed bright carpets spread
curtains shaken out beds puffed and patted stillroom and kitchen
cleared for actionall things prepared as beseems the Dedlock
dignity

This present summer evening as the sun goes down the preparations
are complete Dreary and solemn the old house looks with so many
appliances of habitation and with no inhabitants except t",F,F,F,True
"he pictured
forms upon the walls So did these come and go a Dedlock in
possession might have ruminated passing along so did they see this
gallery hushed and quiet as I see it now so think as I think of
the gap that they would make in this domain when they were gone so
find it as I find it difficult to believe that it could be without
them so pass from my world as I pass from theirs now closing the
reverberating door so leave no blank to miss them and so die

Through some of the fiery windows bea",F,F,F,True
"ght and warmth that would have done it good a hundred
years ago One ancestress of Volumnia in highheeled shoes very
like hercasting the shadow of that virgin event before her full two
centuriesshoots out into a halo and becomes a saint A maid of
honour of the court of Charles the Second with large round eyes and
other charms to correspond seems to bathe in glowing water and it
ripples as it glows

But the fire of the sun is dying Even now the floor is dusky and
shadow slowly mounts the walls bri",F,F,F,True
"nging the Dedlocks down like age
and death And now upon my Ladys picture over the great
chimneypiece a weird shade falls from some old tree that turns it
pale and flutters it and looks as if a great arm held a veil or
hood watching an opportunity to draw it over her Higher and darker
rises shadow on the wallnow a red gloom on the ceilingnow the
fire is out

All that prospect which from the terrace looked so near has moved
solemnly away and changednot the first nor the last of beautiful
things th",F,F,F,True
"at look so near and will so changeinto a distant phantom
Light mists arise and the dew falls and all the sweet scents in the
garden are heavy in the air Now the woods settle into great masses
as if they were each one profound tree And now the moon rises to
separate them and to glimmer here and there in horizontal lines
behind their stems and to make the avenue a pavement of light among
high cathedral arches fantastically broken

Now the moon is high and the great house needing habitation more
th",F,F,F,True
"an ever is like a body without life Now it is even awful
stealing through it to think of the live people who have slept in
the solitary bedrooms to say nothing of the dead Now is the time
for shadow when every corner is a cavern and every downward step a
pit when the stained glass is reflected in pale and faded hues upon
the floors when anything and everything can be made of the heavy
staircase beams excepting their own proper shapes when the armour
has dull lights upon it not easily to be disti",F,F,F,True
"e descent
and there are many who appreciate her sprightly conversation her
French conundrums so old as to have become in the cycles of time
almost new again the honour of taking the fair Dedlock in to dinner
or even the privilege of her hand in the dance On these national
occasions dancing may be a patriotic service and Volumnia is
constantly seen hopping about for the good of an ungrateful and
unpensioning country

My Lady takes no great pains to entertain the numerous guests and
being still un",F,F,F,True
"the evening He takes his usual screened seat near
it and repeats with much firmness and a little displeasure as who
should say I am not a common man and when I say tolerably it must
not be understood as a common expression Volumnia we are doing
tolerably

At least there is no opposition to YOU Volumnia asserts with
confidence

No Volumnia This distracted country has lost its senses in many
respects I grieve to say but

It is not so mad as that I am glad to hear it

Volumnias finishing the senten",F,F,F,True
"ays Yes Mr Tulkinghorn implying
that then she must have appeared of very considerable moral
dimensions indeed in the eyes of an ironmaster

The lady was wealthy and beautiful and had a liking for the girl
and treated her with great kindness and kept her always near her
Now this lady preserved a secret under all her greatness which she
had preserved for many years In fact she had in early life been
engaged to marry a young rakehe was a captain in the armynothing
connected with whom came to any go",F,F,F,True
"of power upon him as he loosely grasps one of
his veinous wrists with his other hand and holding it behind his back
walks noiselessly up and down

There is a capacious writingtable in the room on which is a pretty
large accumulation of papers The green lamp is lighted his
readingglasses lie upon the desk the easychair is wheeled up to
it and it would seem as though he had intended to bestow an hour or
so upon these claims on his attention before going to bed But he
happens not to be in a busines",F,F,F,True
"s mind After a glance at the documents
awaiting his noticewith his head bent low over the table the old
mans sight for print or writing being defective at nighthe opens
the French window and steps out upon the leads There he again walks
slowly up and down in the same attitude subsiding if a man so cool
may have any need to subside from the story he has related
downstairs

The time was once when men as knowing as Mr Tulkinghorn would walk
on turrettops in the starlight and look up into the sky to",F,F,F,True
" read
their fortunes there Hosts of stars are visible tonight though
their brilliancy is eclipsed by the splendour of the moon If he be
seeking his own star as he methodically turns and turns upon the
leads it should be but a pale one to be so rustily represented
below If he be tracing out his destiny that may be written in other
characters nearer to his hand

As he paces the leads with his eyes most probably as high above his
thoughts as they are high above the earth he is suddenly stopped in
p",F,F,F,True
"t was necessary for me to inform you that I knew it

How long have you known it

I have suspected it a long whilefully known it a little while

Months

Days

He stands before her with one hand on a chairback and the other in
his oldfashioned waistcoat and shirtfrill exactly as he has stood
before her at any time since her marriage The same formal
politeness the same composed deference that might as well be
defiance the whole man the same dark cold object at the same
distance which nothing has ev",F,F,F,True
" subject of my
great and distinguished patronage But I have an interest in her or
I should rather sayno longer belonging to this placeI had and if
you can find so much consideration for the woman under your foot as
to remember that she will be very sensible of your mercy

Mr Tulkinghorn profoundly attentive throws this off with a shrug
of selfdepreciation and contracts his eyebrows a little more

You have prepared me for my exposure and I thank you for that too
Is there anything that you require",F,F,F,True
"he case had admitted of it but unfortunately it does not

I can attest your fidelity sir

Both before and after saying it she remains absorbed but at length
moves and turns unshaken in her natural and acquired presence
towards the door Mr Tulkinghorn opens both the doors exactly as he
would have done yesterday or as he would have done ten years ago
and makes his oldfashioned bow as she passes out It is not an
ordinary look that he receives from the handsome face as it goes into
the darkness and ",F,F,F,True
"it is not an ordinary movement though a very
slight one that acknowledges his courtesy But as he reflects when
he is left alone the woman has been putting no common constraint
upon herself

He would know it all the better if he saw the woman pacing her own
rooms with her hair wildly thrown from her flungback face her hands
clasped behind her head her figure twisted as if by pain He would
think so all the more if he saw the woman thus hurrying up and down
for hours without fatigue without intermi",F,F,F,True
"t afterwards He melted out of
his turretroom this morning just as now in the late twilight he
melts into his own square

Like a dingy London bird among the birds at roost in these pleasant
fields where the sheep are all made into parchment the goats into
wigs and the pasture into chaff the lawyer smokedried and faded
dwelling among mankind but not consorting with them aged without
experience of genial youth and so long used to make his cramped nest
in holes and corners of human nature that he ha",F,F,F,True
"s forgotten its
broader and better range comes sauntering home In the oven made by
the hot pavements and hot buildings he has baked himself dryer than
usual and he has in his thirsty mind his mellowed portwine half a
century old

The lamplighter is skipping up and down his ladder on Mr
Tulkinghorns side of the Fields when that highpriest of noble
mysteries arrives at his own dull courtyard He ascends the
doorsteps and is gliding into the dusky hall when he encounters on
the top step a bowing and",F,F,F,True
" and come at
dinnertime Now Guster our young woman is timid and has fits and
she taking fright at the foreigners lookswhich are fierceand at
a grinding manner that she has of speakingwhich is calculated to
alarm a weak mindgave way to it instead of bearing up against it
and tumbled down the kitchen stairs out of one into another such
fits as I do sometimes think are never gone into or come out of in
any house but ours Consequently there was by good fortune ample
occupation for my little woman an",F,F,F,True
"lready given rise to the painfullest mistakes even
in the neighbours minds not mentioning if such a thing was
possible my little woman Whereas goodness knows says Mr
Snagsby shaking his head I never had an idea of a foreign female
except as being formerly connected with a bunch of brooms and a baby
or at the present time with a tambourine and earrings I never had I
do assure you sir

Mr Tulkinghorn had listened gravely to this complaint and inquires
when the stationer has finished And thats all ",F,F,F,True
"ng What does it matter to me

Why it matters this much mistress says the lawyer deliberately
putting away his handkerchief and adjusting his frill the law is so
despotic here that it interferes to prevent any of our good English
citizens from being troubled even by a ladys visits against his
desire And on his complaining that he is so troubled it takes hold
of the troublesome lady and shuts her up in prison under hard
discipline Turns the key upon her mistress Illustrating with the
cellarkey

Tr",F,F,F,True
"Tulkinghorn I am sorry to be
unpolite but if you ever present yourself uninvited hereor
thereagain I will give you over to the police Their gallantry is
great but they carry troublesome people through the streets in an
ignominious manner strapped down on a board my good wench

I will prove you whispers mademoiselle stretching out her hand
I will try if you dare to do it

And if pursues the lawyer without minding her I place you in
that good condition of being locked up in jail it will be some ti",F,F,F,True
"n and what I
threaten I will do mistress

She goes down without answering or looking behind her When she is
gone he goes down too and returning with his cobwebcovered bottle
devotes himself to a leisurely enjoyment of its contents now and
then as he throws his head back in his chair catching sight of the
pertinacious Roman pointing from the ceiling




CHAPTER XLIII

Esthers Narrative


It matters little now how much I thought of my living mother who had
told me evermore to consider her dead I c",F,F,F,True
"ould not venture to
approach her or to communicate with her in writing for my sense of
the peril in which her life was passed was only to be equalled by my
fears of increasing it Knowing that my mere existence as a living
creature was an unforeseen danger in her way I could not always
conquer that terror of myself which had seized me when I first knew
the secret At no time did I dare to utter her name I felt as if I
did not even dare to hear it If the conversation anywhere when I
was present too",F,F,F,True
"k that direction as it sometimes naturally did I
tried not to hear I mentally counted repeated something that I
knew or went out of the room I am conscious now that I often did
these things when there can have been no danger of her being spoken
of but I did them in the dread I had of hearing anything that might
lead to her betrayal and to her betrayal through me

It matters little now how often I recalled the tones of my mothers
voice wondered whether I should ever hear it again as I so longed t",F,F,F,True
"o
do and thought how strange and desolate it was that it should be so
new to me It matters little that I watched for every public mention
of my mothers name that I passed and repassed the door of her house
in town loving it but afraid to look at it that I once sat in the
theatre when my mother was there and saw me and when we were so wide
asunder before the great company of all degrees that any link or
confidence between us seemed a dream It is all all over My lot has
been so blest that I can re",F,F,F,True
" rendered it particularly difficult to turn him out I dont
know but he had occupied the same house some years It was in a
state of dilapidation quite equal to our expectation Two or three of
the area railings were gone the waterbutt was broken the knocker
was loose the bellhandle had been pulled off a long time to judge
from the rusty state of the wire and dirty footprints on the steps
were the only signs of its being inhabited

A slatternly fullblown girl who seemed to be bursting out at the
re",F,F,F,True
"when we were seated not without some
little difficulty the greater part of the chairs being broken Here
I am This is my frugal breakfast Some men want legs of beef and
mutton for breakfast I dont Give me my peach my cup of coffee
and my claret I am content I dont want them for themselves but
they remind me of the sun Theres nothing solar about legs of beef
and mutton Mere animal satisfaction

This is our friends consultingroom or would be if he ever
prescribed his sanctum his studio said my guar",F,F,F,True
"ich he was amused by his innocence the
fantastic way in which he took himself under his own protection and
argued about that curious person combined with the delightful ease
of everything he said exactly to make out my guardians case The
more I saw of him the more unlikely it seemed to me when he was
present that he could design conceal or influence anything and
yet the less likely that appeared when he was not present and the
less agreeable it was to think of his having anything to do with any
",F,F,F,True
"ther child and having two more was all
wrong in point of political economy but it was very agreeable We
had our little festivities on those occasions and exchanged social
ideas She brought her young husband home one day and they and their
young fledglings have their nest upstairs I dare say at some time or
other Sentiment and Comedy will bring THEIR husbands home and have
THEIR nests upstairs too So we get on we dont know how but
somehow

She looked very young indeed to be the mother of two chil",F,F,F,True
"t them and therefore of course we looked to a man
who HAD got them to lend them Well This morose person lent them
and we wore them out When they were worn out he wanted them back
He had them back He was contented you will say Not at all He
objected to their being worn I reasoned with him and pointed out
his mistake I said Can you at your time of life be so
headstrong my friend as to persist that an armchair is a thing to
put upon a shelf and look at That it is an object to contemplate to
survey ",F,F,F,True
"d behind to encounter the baker but this was so old
a story to all of them that it had become a matter of course He took
leave of his family with a tenderness as airy and graceful as any
other aspect in which he showed himself and rode away with us in
perfect harmony of mind We had an opportunity of seeing through some
open doors as we went downstairs that his own apartment was a
palace to the rest of the house

I could have no anticipation and I had none that something very
startling to me at t",F,F,F,True
"
another word in reference to such an individual and took his leave
with great ceremony and politeness I got to my own room with all
possible speed and remained there until I had recovered my
selfcommand It had been very much disturbed but I was thankful to
find when I went downstairs again that they only rallied me for
having been shy and mute before the great Lincolnshire baronet

By that time I had made up my mind that the period was come when I
must tell my guardian what I knew The possibili",F,F,F,True
"ht shining out into the passage from his
readinglamp

May I come in guardian

Surely little woman Whats the matter

Nothing is the matter I thought I would like to take this quiet
time of saying a word to you about myself

He put a chair for me shut his book and put it by and turned his
kind attentive face towards me I could not help observing that it
wore that curious expression I had observed in it once beforeon
that night when he had said that he was in no trouble which I could
readily unders",F,F,F,True
"t most surely That secluded sister is
my first remembrance

No no he cried starting

Yes guardian yes And HER sister is my mother

I would have told him all my mothers letter but he would not hear
it then He spoke so tenderly and wisely to me and he put so plainly
before me all I had myself imperfectly thought and hoped in my better
state of mind that penetrated as I had been with fervent gratitude
towards him through so many years I believed I had never loved him
so dearly never thanked him in ",F,F,F,True
"my heart so fully as I did that
night And when he had taken me to my room and kissed me at the door
and when at last I lay down to sleep my thought was how could I ever
be busy enough how could I ever be good enough how in my little way
could I ever hope to be forgetful enough of myself devoted enough to
him and useful enough to others to show him how I blessed and
honoured him




CHAPTER XLIV

The Letter and the Answer


My guardian called me into his room next morning and then I told him
what",F,F,F,True
"ch he scarcely doubted he
dreaded discovery He knew something of him both by sight and by
reputation and it was certain that he was a dangerous man Whatever
happened he repeatedly impressed upon me with anxious affection and
kindness I was as innocent of as himself and as unable to influence

Nor do I understand said he that any doubts tend towards you my
dear Much suspicion may exist without that connexion

With the lawyer I returned But two other persons have come into
my mind since I have bee",F,F,F,True
"nces that would not seem full of perilous
meaning so considered Be hopeful little woman You can be nothing
better than yourself be that through this knowledge as you were
before you had it It is the best you can do for everybodys sake I
sharing the secret with you

And lightening it guardian so much said I

will be attentive to what passes in that family so far as I can
observe it from my distance And if the time should come when I can
stretch out a hand to render the least service to one whom i",F,F,F,True
"deed

I have had some difficulty in approaching it and I still have I
should wish it to be so deliberately said and so deliberately
considered Would you object to my writing it

Dear guardian how could I object to your writing anything for ME to
read

Then see my love said he with his cheery smile am I at this
moment quite as plain and easydo I seem as open as honest and
oldfashionedas I am at any time

I answered in all earnestness Quite With the strictest truth for
his momentary hesitation was",F,F,F,True
"t sisterly affection which was
the grace and beauty of my life I recalled the first bright gleam of
welcome which had shone out of those very windows upon our expectant
faces on that cold bright night and which had never paled I lived
my happy life there over again I went through my illness and
recovery I thought of myself so altered and of those around me so
unchanged and all this happiness shone like a light from one central
figure represented before me by the letter on the table

I opened it ",F,F,F,True
"s
face and heard his voice and felt the influence of his kind
protecting manner in every line It addressed me as if our places
were reversed as if all the good deeds had been mine and all the
feelings they had awakened his It dwelt on my being young and he
past the prime of life on his having attained a ripe age while I
was a child on his writing to me with a silvered head and knowing
all this so well as to set it in full before me for mature
deliberation It told me that I would gain nothing by ",F,F,F,True
"such a marriage
and lose nothing by rejecting it for no new relation could enhance
the tenderness in which he held me and whatever my decision was he
was certain it would be right But he had considered this step anew
since our late confidence and had decided on taking it if it only
served to show me through one poor instance that the whole world
would readily unite to falsify the stern prediction of my childhood
I was the last to know what happiness I could bestow upon him but of
that he said no",F,F,F,True
"e substance of the letter written throughout with a
justice and a dignity as if he were indeed my responsible guardian
impartially representing the proposal of a friend against whom in his
integrity he stated the full case

But he did not hint to me that when I had been better looking he had
had this same proceeding in his thoughts and had refrained from it
That when my old face was gone from me and I had no attractions he
could love me just as well as in my fairer days That the discovery
of my ",F,F,F,True
"birth gave him no shock That his generosity rose above my
disfigurement and my inheritance of shame That the more I stood in
need of such fidelity the more firmly I might trust in him to the
last

But I knew it I knew it well now It came upon me as the close of
the benignant history I had been pursuing and I felt that I had but
one thing to do To devote my life to his happiness was to thank him
poorly and what had I wished for the other night but some new means
of thanking him

Still I cried ver",F,F,F,True
"u are happy for life Happy with your best
friends happy in your old home happy in the power of doing a great
deal of good and happy in the undeserved love of the best of men

I thought all at once if my guardian had married some one else how
should I have felt and what should I have done That would have been
a change indeed It presented my life in such a new and blank form
that I rang my housekeeping keys and gave them a kiss before I laid
them down in their basket again

Then I went on to think",F,F,F,True
" nothing to do with that Then I took them into my own
room and burned them at the candle and they were dust in an instant

On entering the breakfastroom next morning I found my guardian just
as usual quite as frank as open and free There being not the
least constraint in his manner there was none or I think there was
none in mine I was with him several times in the course of the
morning in and out when there was no one there and I thought it
not unlikely that he might speak to me about the lette",F,F,F,True
"in all night

At last we came into the narrow streets of Deal and very gloomy they
were upon a raw misty morning The long flat beach with its little
irregular houses wooden and brick and its litter of capstans and
great boats and sheds and bare upright poles with tackle and
blocks and loose gravelly waste places overgrown with grass and
weeds wore as dull an appearance as any place I ever saw The sea
was heaving under a thick white fog and nothing else was moving but
a few early ropemakers who w",F,F,F,True
" were near appeared I dont know how many
sail the waiter told us were then lying in the downs Some of these
vessels were of grand sizeone was a large Indiaman just come home
and when the sun shone through the clouds making silvery pools in
the dark sea the way in which these ships brightened and shadowed
and changed amid a bustle of boats pulling off from the shore to
them and from them to the shore and a general life and motion in
themselves and everything around them was most beautiful

The la",F,F,F,True
"ife we lead and I
have everything to be thankful for and nothing in the world to
desire

I felt as if he had greater commiseration for me than I had ever had
for myself It inspired me with new fortitude and new calmness to
find that it was I who was under the necessity of reassuring him I
spoke to him of his voyage out and home and of his future plans and
of his probable return to India He said that was very doubtful He
had not found himself more favoured by fortune there than here He
had gone o",F,F,F,True
