Chunks,HasProperNames,Author
"t. One is incorporated
into the family, another dies, and a third goes into Staffordshire. We
can learn nothing of the disposal of the other living. I have not the
smallest notion of Fulwar's having it. Lord Craven has probably other
connections and more intimate ones, in that line, than he now has with
the Kintbury family.

Our ball on Thursday was a very poor one, only eight couple and but
twenty-three people in the room; but it was not the ball's fault, for we
were deprived of two or three fa",T,Jane Austen
"rook
almost immediately set forward again to Goodnestone. We are to have
Edwd. B. to-morrow, to pay us another Sunday's visit,--the last, for
more reasons than one; they all come home on the same day that we go.
The Deedes do not come till Tuesday; Sophia is to be the comer. She is a
disputable beauty that I want much to see. Lady Eliz. Hatton and
Annamaria called here this morning. Yes, they called; but I do not think
I can say anything more about them. They came, and they sat, and they
went.

",T,Jane Austen
"rding-house, and our curiosity was gratified by the sight of
their fellow-inmates, Mrs. Drew and Miss Hook, Mr. Wynne and Mr.
Fitzhugh; the latter is brother to Mrs. Lance, and very much the
gentleman. He has lived in that house more than twenty years, and, poor
man! is so totally deaf that they say he could not hear a cannon, were
it fired close to him; having no cannon at hand to make the experiment,
I took it for granted, and talked to him a little with my fingers, which
was funny enough. I r",T,Jane Austen
" pausing a
moment—“your poor sister is gone to her own room, I suppose, to moan by
herself. Is there nothing one can get to comfort her? Poor dear, it
seems quite cruel to let her be alone. Well, by-and-by we shall have a
few friends, and that will amuse her a little. What shall we play at?
She hates whist I know; but is there no round game she cares for?”

“Dear ma’am, this kindness is quite unnecessary. Marianne, I dare say,
will not leave her room again this evening. I shall persuade her if I",T,Jane Austen
"it cannot be expected
that any one else should say for him. He _looked_ all the astonishment
which such unexpected, such unthought-of information could not fail of
exciting; but he said only these two words,—

“Colonel Brandon!”

“Yes,” continued Elinor, gathering more resolution, as some of the
worst was over, “Colonel Brandon means it as a testimony of his concern
for what has lately passed—for the cruel situation in which the
unjustifiable conduct of your family has placed you—a concern which",T,Jane Austen
"f a long lock of her hair, for it was all
tumbled down her back; and he kissed it, and folded it up in a piece of
white paper; and put it into his pocket-book.”

For such particulars, stated on such authority, Elinor could not
withhold her credit; nor was she disposed to it, for the circumstance
was in perfect unison with what she had heard and seen herself.

Margaret’s sagacity was not always displayed in a way so satisfactory
to her sister. When Mrs. Jennings attacked her one evening at the pa",T,Jane Austen
"e a
monstrous pretty girl.”

He immediately went into the passage, opened the front door, and
ushered her in himself. Mrs. Jennings asked her, as soon as she
appeared, if she had not been to Allenham; and Mrs. Palmer laughed so
heartily at the question, as to show she understood it. Mr. Palmer
looked up on her entering the room, stared at her some minutes, and
then returned to his newspaper. Mrs. Palmer’s eye was now caught by the
drawings which hung round the room. She got up to examine them.

",T,Jane Austen
"under this paragraph to the Project
        Gutenberg Literary Archive Foundation. Royalty payments must be paid
        within 60 days following each date on which you prepare (or are
        legally required to prepare) your periodic tax returns. Royalty
        payments should be clearly marked as such and sent to the Project
        Gutenberg Literary Archive Foundation at the address specified in
        Section 4, “Information about donations to the Project Gutenberg
        Literary Archi",T,Jane Austen
"n what you have said before.

I was certainly a good deal surprised at first, as I had no suspicion of
any change in your feelings, and I have no scruple in saying that you
cannot be in love. My dear Fanny, I am ready to laugh at the idea, and
yet it is no laughing matter to have had you so mistaken as to your own
feelings. And with all my heart I wish I had cautioned you on that point
when first you spoke to me; but though I did not think you then much in
love, I did consider you as being attac",F,Jane Austen
"pectable looking mansion which, by reminding them a little
of Norland, interested their imagination and made them wish to be
better acquainted with it. But they learnt, on enquiry, that its
possessor, an elderly lady of very good character, was unfortunately
too infirm to mix with the world, and never stirred from home.

The whole country about them abounded in beautiful walks. The high
downs which invited them from almost every window of the cottage to
seek the exquisite enjoyment of air on the",F,Jane Austen
"ds—from openly showing that I was _very_
unhappy.”

Marianne was quite subdued.

“Oh! Elinor,” she cried, “you have made me hate myself for ever.—How
barbarous have I been to you!—you, who have been my only comfort, who
have borne with me in all my misery, who have seemed to be only
suffering for me!—Is this my gratitude?—Is this the only return I can
make you?—Because your merit cries out upon myself, I have been trying
to do it away.”

The tenderest caresses followed this confession. In such a",T,Jane Austen
" window to see who
could be coming so unreasonably early, she was all astonishment to
perceive Mrs. Jennings’s chariot, which she knew had not been ordered
till one. Determined not to quit Marianne, though hopeless of
contributing, at present, to her ease, she hurried away to excuse
herself from attending Mrs. Jennings, on account of her sister being
indisposed. Mrs. Jennings, with a thoroughly good-humoured concern for
its cause, admitted the excuse most readily, and Elinor, after seeing
her sa",T,Jane Austen
" of
the letter; and is his judgment inferior to mine? She was very
unwilling that Frederica should be allowed to come to Churchhill, and
justly enough, as it seems a sort of reward to behaviour deserving very
differently; but it was impossible to take her anywhere else, and she
is not to remain here long. “It will be absolutely necessary,” said
she, “as you, my dear sister, must be sensible, to treat my daughter
with some severity while she is here; a most painful necessity, but I
will _endeavou",T,Jane Austen
"?”

“I must not tell, ma’am. But I know very well what it is; and I know
where he is too.”

“Yes, yes, we can guess where he is; at his own house at Norland to be
sure. He is the curate of the parish I dare say.”

“No, _that_ he is not. He is of no profession at all.”

“Margaret,” said Marianne with great warmth, “you know that all this is
an invention of your own, and that there is no such person in
existence.”

“Well, then, he is lately dead, Marianne, for I am sure there was such
a man once, ",T,Jane Austen
"ed on Sunday evening. I saw her two days before her death,
and thought it must happen soon. She suffered much from weakness and
restlessness almost to the last. Poor little Harriot seems truly
grieved. You have never mentioned Harry; how is he?

With love to you all,

                                  Yours affectionately,      J. A.

  Miss AUSTEN, EDWARD AUSTEN'S, Esq.,
    Godmersham Park, Faversham.

FOOTNOTE:

[14] A large beech wood extending for a long distance upon a hill about
a mile fr",T,Jane Austen
"BREACH OF WARRANTY OR BREACH OF CONTRACT EXCEPT THOSE
PROVIDED IN PARAGRAPH 1.F.3. YOU AGREE THAT THE FOUNDATION, THE
TRADEMARK OWNER, AND ANY DISTRIBUTOR UNDER THIS AGREEMENT WILL NOT BE
LIABLE TO YOU FOR ACTUAL, DIRECT, INDIRECT, CONSEQUENTIAL, PUNITIVE OR
INCIDENTAL DAMAGES EVEN IF YOU GIVE NOTICE OF THE POSSIBILITY OF SUCH
DAMAGE.

1.F.3. LIMITED RIGHT OF REPLACEMENT OR REFUND - If you discover a
defect in this electronic work within 90 days of receiving it, you can
receive a refund of the m",F,Jane Austen
"rms of this
agreement before downloading, copying, displaying, performing,
distributing or creating derivative works based on this work or any
other Project Gutenberg™ work. The Foundation makes no
representations concerning the copyright status of any work in any
country other than the United States.

1.E. Unless you have removed all references to Project Gutenberg:

1.E.1. The following sentence, with active links to, or other
immediate access to, the full Project Gutenberg™ License must appea",T,Jane Austen
"
her what he meant to do himself towards removing them.—His behaviour to
her in this, as well as in every other particular, his open pleasure in
meeting her after an absence of only ten days, his readiness to
converse with her, and his deference for her opinion, might very well
justify Mrs. Jennings’s persuasion of his attachment, and would have
been enough, perhaps, had not Elinor still, as from the first, believed
Marianne his real favourite, to make her suspect it herself. But as it
was, such",T,Jane Austen
"ned.

She was faithful to her word; and when Willoughby called at the
cottage, the same day, Elinor heard her express her disappointment to
him in a low voice, on being obliged to forego the acceptance of his
present. The reasons for this alteration were at the same time related,
and they were such as to make further entreaty on his side impossible.
His concern however was very apparent; and after expressing it with
earnestness, he added, in the same low voice,—“But, Marianne, the horse
is still",T,Jane Austen
"r for _them_ indeed,” she continued, as she sat
down to the breakfast table with a happy countenance. “How much they
must enjoy it! But” (with a little return of anxiety) “it cannot be
expected to last long. At this time of the year, and after such a
series of rain, we shall certainly have very little more of it. Frosts
will soon set in, and in all probability with severity. In another day
or two perhaps; this extreme mildness can hardly last longer—nay,
perhaps it may freeze tonight!”

“At any ",F,Jane Austen
"rite to Charles next week. You may guess in what extravagant
terms of praise Earle Harwood speaks of him. He is looked up to by
everybody in all America.

I shall not tell you anything more of Wm. Digweed's china, as your
silence on the subject makes you unworthy of it. Mrs. H. Digweed looks
forward with great satisfaction to our being her neighbors. I would
have her enjoy the idea to the utmost, as I suspect there will not be
much in the reality. With equal pleasure we anticipate an intimacy wi",T,Jane Austen
" to farther particulars, was,—

“How long has this been known to you, Elinor? has he written to you?”

“I have known it these four months. When Lucy first came to Barton Park
last November, she told me in confidence of her engagement.”

At these words, Marianne’s eyes expressed the astonishment which her
lips could not utter. After a pause of wonder, she exclaimed—

“Four months!—Have you known of this four months?”

Elinor confirmed it.

“What! while attending me in all my misery, has this been",T,Jane Austen
"er eyes to the window. He stopt at their gate. It was a
gentleman, it was Colonel Brandon himself. Now she could hear more; and
she trembled in expectation of it. But it was _not_ Colonel Brandon;
neither his air, nor his height. Were it possible, she must say it must
be Edward. She looked again. He had just dismounted: she could not be
mistaken,—it _was_ Edward. She moved away and sat down. “He comes from
Mr. Pratt’s purposely to see us. I _will_ be calm; I _will_ be mistress
of myself.”

In a ",T,Jane Austen
" time an unnatural or an inexcusable
piece of folly.”

The change which a few hours had wrought in the minds and the happiness
of the Dashwoods, was such—so great—as promised them all, the
satisfaction of a sleepless night. Mrs. Dashwood, too happy to be
comfortable, knew not how to love Edward, nor praise Elinor enough, how
to be enough thankful for his release without wounding his delicacy,
nor how at once to give them leisure for unrestrained conversation
together, and yet enjoy, as she wishe",T,Jane Austen
" humour, however, to regard it as an affront, and affecting
to take no notice of what passed, by instantly talking of something
else, she internally resolved henceforward to catch every opportunity
of eyeing the hair and of satisfying herself, beyond all doubt, that it
was exactly the shade of her own.

Edward’s embarrassment lasted some time, and it ended in an absence of
mind still more settled. He was particularly grave the whole morning.
Marianne severely censured herself for what she had sa",T,Jane Austen
" that my brother is
lately married to—to the youngest—to Miss Lucy Steele.”

His words were echoed with unspeakable astonishment by all but Elinor,
who sat with her head leaning over her work, in a state of such
agitation as made her hardly know where she was.

“Yes,” said he, “they were married last week, and are now at Dawlish.”

Elinor could sit it no longer. She almost ran out of the room, and as
soon as the door was closed, burst into tears of joy, which at first
she thought would never cea",T,Jane Austen
"new cottages are to be, and found the exercise and everything
very pleasant; and I had the advantage of agreeable companions, as At.
Cass. and Edward walked by my side. At. Cass. is such an excellent
nurse, so assiduous and unwearied! But you know all that already.

                                   Very affectionately yours,
                                                          J. AUSTEN.

  Miss KNIGHT,
    Godmersham Park, Canterbury.




LXXV.


                                      CHA",T,Jane Austen
"n less
irksome. Willoughby was a young man of good abilities, quick
imagination, lively spirits, and open, affectionate manners. He was
exactly formed to engage Marianne’s heart, for with all this, he joined
not only a captivating person, but a natural ardour of mind which was
now roused and increased by the example of her own, and which
recommended him to her affection beyond every thing else.

His society became gradually her most exquisite enjoyment. They read,
they talked, they sang together",T,Jane Austen
"d's being forwarded to them, Mary wrote to
ask whether my mother wished to have her grandsons sent to her. We
decided on their remaining where they were, which I hope my brother will
approve of. I am sure he will do us the justice of believing that in
such a decision we sacrificed inclination to what we thought best.

I shall write by the coach to-morrow to Mrs. J. A., and to Edward, about
their mourning, though this day's post will probably bring directions to
them on that subject from yourselv",T,Jane Austen
"anne.
Her narration was clear and simple; and though it could not be given
without emotion, it was not accompanied by violent agitation, nor
impetuous grief. _That_ belonged rather to the hearer, for Marianne
listened with horror, and cried excessively. Elinor was to be the
comforter of others in her own distresses, no less than in theirs; and
all the comfort that could be given by assurances of her own composure
of mind, and a very earnest vindication of Edward from every charge but
of impruden",T,Jane Austen
" Project Gutenberg™
electronic works

1.A. By reading or using any part of this Project Gutenberg™
electronic work, you indicate that you have read, understand, agree to
and accept all the terms of this license and intellectual property
(trademark/copyright) agreement. If you do not agree to abide by all
the terms of this agreement, you must cease using and return or
destroy all copies of Project Gutenberg™ electronic works in your
possession. If you paid a fee for obtaining a copy of or access ",T,Jane Austen
"er.""

There! I may now finish my letter and go and hang myself, for I am sure
I can neither write nor do anything which will not appear insipid to you
after this. _Now_ I really think he will soon be made, and only wish we
could communicate our foreknowledge of the event to him whom it
principally concerns. My father has written to Daysh to desire that he
will inform us, if he can, when the commission is sent. Your chief wish
is now ready to be accomplished; and could Lord Spencer give happiness",T,Jane Austen
"n their way, which of all things was
the most unlikely to occur, with a more warm, though less public,
assurance, from John to Elinor, of the promptitude with which he should
come to see her at Delaford, was all that foretold any meeting in the
country.

It amused her to observe that all her friends seemed determined to send
her to Delaford;—a place, in which, of all others, she would now least
chuse to visit, or wish to reside; for not only was it considered as
her future home by her brother an",T,Jane Austen
"elf equal to it,
but in cold weather and with few couples I fancy I could just as well
dance for a week together as for half an hour. My black cap was openly
admired by Mrs. Lefroy, and secretly I imagine by everybody else in the
room. . . .

Poor Edward! It is very hard that he, who has everything else in the
world that he can wish for, should not have good health too. But I hope
with the assistance of stomach complaints, faintnesses, and sicknesses,
he will soon be restored to that blessing li",T,Jane Austen
"usion or limitation of certain types of
damages. If any disclaimer or limitation set forth in this agreement
violates the law of the state applicable to this agreement, the
agreement shall be interpreted to make the maximum disclaimer or
limitation permitted by the applicable state law. The invalidity or
unenforceability of any provision of this agreement shall not void the
remaining provisions.

1.F.6. INDEMNITY - You agree to indemnify and hold the Foundation, the
trademark owner, any agent or",F,Jane Austen
", before my sister. Their own good-nature
must point out to them the real cruelty of appearing to know any thing
about it when she is present; and the less that may ever be said to
myself on the subject, the more my feelings will be spared, as you my
dear madam will easily believe.”

“Oh! Lord! yes, that I do indeed. It must be terrible for you to hear
it talked of; and as for your sister, I am sure I would not mention a
word about it to her for the world. You saw I did not all dinner time.
No m",F,Jane Austen
" of her
observations be unfavourable, she was determined at all events to open
the eyes of her sister; should it be otherwise, her exertions would be
of a different nature—she must then learn to avoid every selfish
comparison, and banish every regret which might lessen her satisfaction
in the happiness of Marianne.

They were three days on their journey, and Marianne’s behaviour as they
travelled was a happy specimen of what future complaisance and
companionableness to Mrs. Jennings might be exp",T,Jane Austen
"as they returned into the drawing-room,
by asking her whether she did not like Mr. Palmer excessively.

“Certainly,” said Elinor; “he seems very agreeable.”

“Well—I am so glad you do. I thought you would, he is so pleasant; and
Mr. Palmer is excessively pleased with you and your sisters I can tell
you, and you can’t think how disappointed he will be if you don’t come
to Cleveland.—I can’t imagine why you should object to it.”

Elinor was again obliged to decline her invitation; and by changing ",T,Jane Austen
"e of what was passing. The tea
things were brought in, and already had Marianne been disappointed more
than once by a rap at a neighbouring door, when a loud one was suddenly
heard which could not be mistaken for one at any other house, Elinor
felt secure of its announcing Willoughby’s approach, and Marianne,
starting up, moved towards the door. Every thing was silent; this could
not be borne many seconds; she opened the door, advanced a few steps
towards the stairs, and after listening half a m",T,Jane Austen
"596-1887. Email contact links and up
to date contact information can be found at the Foundation’s website
and official page at www.gutenberg.org/contact

Section 4. Information about Donations to the Project Gutenberg
Literary Archive Foundation

Project Gutenberg™ depends upon and cannot survive without widespread
public support and donations to carry out its mission of
increasing the number of public domain and licensed works that can be
freely distributed in machine-readable form accessible b",T,Jane Austen
"ely to attach any one to
him except his wife.

“Oh, my dear Miss Dashwood,” said Mrs. Palmer soon afterwards, “I have
got such a favour to ask of you and your sister. Will you come and
spend some time at Cleveland this Christmas? Now, pray do,—and come
while the Westons are with us. You cannot think how happy I shall be!
It will be quite delightful!—My love,” applying to her husband, “don’t
you long to have the Miss Dashwoods come to Cleveland?”

“Certainly,” he replied, with a sneer—“I came int",T,Jane Austen
"do us any good. She is going to London to see her
particular friend, Mrs. Johnson. It was at first her intention that
Frederica should accompany her, for the benefit of masters, but we
overruled her there. Frederica was wretched in the idea of going, and I
could not bear to have her at the mercy of her mother; not all the
masters in London could compensate for the ruin of her comfort. I
should have feared, too, for her health, and for everything but her
principles—there I believe she is not to b",T,Jane Austen
"ness, penetration, and taste, than love,
which was your case. And yet, after all, I am surprised that the change
in your feelings should be so great. He is just what he ever was, only
more evidently and uniformly devoted to you. This is all the difference.
How shall we account for it?

My dearest Fanny, I am writing what will not be of the smallest use to
you. I am feeling differently every moment, and shall not be able to
suggest a single thing that can assist your mind. I could lament in one
s",T,Jane Austen
"st everything was unpacked and put away last night. Nanny chose to
do it, and I was not sorry to be busy. I have unpacked the gloves, and
placed yours in your drawer. Their color is light and pretty, and I
believe exactly what we fixed on.

Your letter was chaperoned here by one from Mrs. Cooke, in which she
says that ""Battleridge"" is not to come out before January, and she is so
little satisfied with Cawthorn's dilatoriness that she never means to
employ him again.

Mrs. Hall, of Sherborne, was",T,Jane Austen
" I
am sure Marianne, myself, and all your friends, must share; and
likewise as a proof of his high esteem for your general character, and
his particular approbation of your behaviour on the present occasion.”

“Colonel Brandon give _me_ a living!—Can it be possible?”

“The unkindness of your own relations has made you astonished to find
friendship any where.”

“No,” replied he, with sudden consciousness, “not to find it in _you;_
for I cannot be ignorant that to you, to your goodness, I owe it a",T,Jane Austen
"money should
have extorted it from me. I can get you, however, a nice drawing-room
apartment in Upper Seymour Street, and we may be always together there
or here; for I consider my promise to Mr. Johnson as comprehending only
(at least in his absence) your not sleeping in the house. Poor
Mainwaring gives me such histories of his wife’s jealousy. Silly woman
to expect constancy from so charming a man! but she always was
silly—intolerably so in marrying him at all, she the heiress of a large
fortu",T,Jane Austen
"urs, and had only just time enough for all we had
to do there; that is, eating a long and comfortable breakfast, watching
the carriages, paying Mr. Harrington, and taking a little stroll
afterwards. From some views which that stroll gave us, I think most
highly of the situation of Guildford. We wanted all our brothers and
sisters to be standing with us in the bowling-green, and looking towards
Horsham. I was very lucky in my gloves,--got them at the first shop I
went to, though I went into it ra",T,Jane Austen
"ce of these kind of scrutinies, moreover, was generally
concluded with a compliment, which though meant as its douceur, was
considered by Marianne as the greatest impertinence of all; for after
undergoing an examination into the value and make of her gown, the
colour of her shoes, and the arrangement of her hair, she was almost
sure of being told that upon “her word she looked vastly smart, and she
dared to say she would make a great many conquests.”

With such encouragement as this, was she dis",T,Jane Austen
"s wife. I have still another motive for
your coming: Mr. Johnson leaves London next Tuesday; he is going for
his health to Bath, where, if the waters are favourable to his
constitution and my wishes, he will be laid up with the gout many
weeks. During his absence we shall be able to chuse our own society,
and to have true enjoyment. I would ask you to Edward Street, but that
once he forced from me a kind of promise never to invite you to my
house; nothing but my being in the utmost distress for ",T,Jane Austen
"r spirits depressed by
recent disappointment? Are no probabilities to be accepted, merely
because they are not certainties? Is nothing due to the man whom we
have all such reason to love, and no reason in the world to think ill
of? To the possibility of motives unanswerable in themselves, though
unavoidably secret for a while? And, after all, what is it you suspect
him of?”

“I can hardly tell myself. But suspicion of something unpleasant is the
inevitable consequence of such an alteration as we",F,Jane Austen
"ntative of an ancient family, your conduct in life
is most interesting to your connections; and in the very important
concern of marriage especially, there is everything at stake—your own
happiness, that of your parents, and the credit of your name. I do not
suppose that you would deliberately form an absolute engagement of that
nature without acquainting your mother and myself, or at least, without
being convinced that we should approve of your choice; but I cannot
help fearing that you may be ",F,Jane Austen
"e you know, everybody cares
about _that;_—and though I neither know nor desire to know, what it
really is, I am sure it must be a good one.”

Here they were interrupted by the entrance of a third person, and
Elinor withdrew to think it all over in private, to wish success to her
friend, and yet in wishing it, to feel a pang for Willoughby.




CHAPTER XLVI.


Marianne’s illness, though weakening in its kind, had not been long
enough to make her recovery slow; and with youth, natural strength, an",T,Jane Austen
"ked my walk very much; it was shorter than I had expected, and the
weather was delightful. We set off immediately after breakfast, and must
have reached Grafton House by half-past eleven; but when we entered the
shop the whole counter was thronged, and we waited full half an hour
before we could be attended to. When we were served, however, I was
very well satisfied with my purchases,--my bugle trimming at 2_s._ 4_d._
and three pair silk stockings for a little less than 12_s._ a pair.

In my way",T,Jane Austen
" two
pheasants. We have some hope of Edward's coming to dinner to-day; he
will, if he can, I believe. He is looking extremely well.

To-morrow Mr. Haden is to dine with us. There is happiness! We really
grow so fond of Mr. Haden that I do not know what to expect. He and Mr.
Tilson and Mr. Philips made up our circle of wits last night. Fanny
played, and he sat and listened and suggested improvements, till Richard
came in to tell him that ""the doctor was waiting for him at Captn.
Blake's;"" and the",T,Jane Austen
"oughby
imagine, I suppose, when his looks censured me for incivility in
breaking up the party, that I was called away to the relief of one whom
he had made poor and miserable; but _had_ he known it, what would it
have availed? Would he have been less gay or less happy in the smiles
of your sister? No, he had already done that, which no man who _can_
feel for another would do. He had left the girl whose youth and
innocence he had seduced, in a situation of the utmost distress, with
no creditable ",F,Jane Austen
"rton’s style of
painting, Ma’am?—_She does_ paint most delightfully!—How beautifully
her last landscape is done!”

“Beautifully indeed! But _she_ does every thing well.”

Marianne could not bear this.—She was already greatly displeased with
Mrs. Ferrars; and such ill-timed praise of another, at Elinor’s
expense, though she had not any notion of what was principally meant by
it, provoked her immediately to say with warmth,

“This is admiration of a very particular kind!—what is Miss Morton to
us?",T,Jane Austen
"not immediately that an opportunity of doing so could be
commanded, though Lucy was as well disposed as herself to take
advantage of any that occurred; for the weather was not often fine
enough to allow of their joining in a walk, where they might most
easily separate themselves from the others; and though they met at
least every other evening either at the park or cottage, and chiefly at
the former, they could not be supposed to meet for the sake of
conversation. Such a thought would never ente",T,Jane Austen
" it could not alter her
design; and their mother’s concurrence being readily gained, every
thing relative to their return was arranged as far as it could be;—and
Marianne found some relief in drawing up a statement of the hours that
were yet to divide her from Barton.

“Ah! Colonel, I do not know what you and I shall do without the Miss
Dashwoods;”—was Mrs. Jennings’s address to him when he first called on
her, after their leaving her was settled—“for they are quite resolved
upon going home from",T,Jane Austen
"of Lady Susan appeared. Persecution on the subject of Sir
James was entirely at an end; his name merely mentioned to say that he
was not in London; and indeed, in all her conversation, she was
solicitous only for the welfare and improvement of her daughter,
acknowledging, in terms of grateful delight, that Frederica was now
growing every day more and more what a parent could desire. Mrs.
Vernon, surprized and incredulous, knew not what to suspect, and,
without any change in her own views, only f",T,Jane Austen
"l be most glad to hear from you again, my dearest Fanny, but it
must not be later than Saturday, as we shall be off on Monday long
before the letters are delivered; and write something that may do to be
read or told. I am to take the Miss Moores back on Saturday, and when I
return I shall hope to find your pleasant little flowing scrawl on the
table. It will be a relief to me after playing at ma'ams, for though I
like Miss H. M. as much as one can at my time of life after a day's
acquaintance, i",T,Jane Austen
"reat amusement in reading it, and I hope I am not
affronted, and do not think the worse of him for having a brain so very
different from mine; but my strongest sensation of all is astonishment
at your being able to press him on the subject so perseveringly; and I
agree with your papa that it was not fair. When he knows the truth, he
will be uncomfortable.

You are the oddest creature! Nervous enough in some respects, but in
others perfectly without nerves! Quite unrepulsable, hardened, and
impud",T,Jane Austen
"hter. Poor Reginald was beyond measure concerned to see
his fair friend in such distress, and watched her with so much tender
solicitude, that I, who occasionally caught her observing his
countenance with exultation, was quite out of patience. This pathetic
representation lasted the whole evening, and so ostentatious and artful
a display has entirely convinced me that she did in fact feel nothing.
I am more angry with her than ever since I have seen her daughter; the
poor girl looks so unhappy t",T,Jane Austen
"f its noise, introduce the interesting
subject, without any risk of being heard at the card-table.




CHAPTER XXIV.


In a firm, though cautious tone, Elinor thus began.

“I should be undeserving of the confidence you have honoured me with,
if I felt no desire for its continuance, or no farther curiosity on its
subject. I will not apologize therefore for bringing it forward again.”

“Thank you,” cried Lucy warmly, “for breaking the ice; you have set my
heart at ease by it; for I was somehow or ",T,Jane Austen
"t down, and I will be both.”

She hesitated; she knew not what to do. The possibility of Colonel
Brandon’s arriving and finding her there, came across her. But she had
promised to hear him, and her curiosity no less than her honor was
engaged. After a moment’s recollection, therefore, concluding that
prudence required dispatch, and that her acquiescence would best
promote it, she walked silently towards the table, and sat down. He
took the opposite chair, and for half a minute not a word was sai",T,Jane Austen
"d yet they used to be foolish
enough; but as for Miss Marianne, she is quite an altered creature. I
hope, from the bottom of my heart, he won’t keep her waiting much
longer, for it is quite grievous to see her look so ill and forlorn.
Pray, when are they to be married?”

Elinor, though never less disposed to speak than at that moment,
obliged herself to answer such an attack as this, and, therefore,
trying to smile, replied, “And have you really, Ma’am, talked yourself
into a persuasion of my si",T,Jane Austen
"bster, which
made me wish for you, and some cheesecakes, on which the children made
so delightful a supper as to endear the town of Devizes to them for a
long time.

Well, here we are at Bath; we got here about one o'clock, and have been
arrived just long enough to go over the house, fix on our rooms, and be
very well pleased with the whole of it. Poor Elizabeth has had a dismal
ride of it from Devizes, for it has rained almost all the way, and our
first view of Bath has been just as gloomy as i",T,Jane Austen
"hby wherever he goes, and so you may tell your sister. She
is a monstrous lucky girl to get him, upon my honour; not but that he
is much more lucky in getting her, because she is so very handsome and
agreeable, that nothing can be good enough for her. However, I don’t
think her hardly at all handsomer than you, I assure you; for I think
you both excessively pretty, and so does Mr. Palmer too I am sure,
though we could not get him to own it last night.”

Mrs. Palmer’s information respecting Willo",T,Jane Austen
"unkind thing in spreading the report, and
you will find that you have though you will not believe me now.”

Mrs. Jennings laughed again, but Elinor had not spirits to say more,
and eager at all events to know what Willoughby had written, hurried
away to their room, where, on opening the door, she saw Marianne
stretched on the bed, almost choked by grief, one letter in her hand,
and two or three others lying by her. Elinor drew near, but without
saying a word; and seating herself on the bed, took",T,Jane Austen
"ly, but I am not quite so well satisfied with her
behavior to George R. At first she seems all over attachment and
feeling, and afterwards to have none at all; she is so extremely
confused at the ball, and so well satisfied apparently with Mr. Morgan.
She seems to have changed her character.

You are now collecting your people delightfully, getting them exactly
into such a spot as is the delight of my life. Three or four families in
a country village is the very thing to work on, and I hope you ",T,Jane Austen
"t
to us to receive Miss P., the little girls, and himself. They would be
ready to set off in ten days from the time of his writing, to pay their
visits in Hampshire and Berkshire, and he would prefer coming to Chawton
first.

I have answered him, and said that we hoped it might suit them to wait
till the last week in Septr., as we could not ask them sooner, either on
your account or the want of room. I mentioned the 23rd as the probable
day of your return. When you have once left Cheltenham, I s",T,Jane Austen
"r they will be! I must see what I can give them
towards furnishing their house. Two maids and two men, indeed! as I
talked of t’ other day. No, no, they must get a stout girl of all
works. Betty’s sister would never do for them _now_.”

The next morning brought Elinor a letter by the two-penny post from
Lucy herself. It was as follows:

“Bartlett’s Building, March.


“I hope my dear Miss Dashwood will excuse the liberty I take of writing
to her; but I know your friendship for me will make you pl",T,Jane Austen
"ch her heart revolted, and instead of adopting
so harsh a measure merely propose to make it her own choice, by
rendering her thoroughly uncomfortable till she does accept him—but
enough of this tiresome girl. You may well wonder how I contrive to
pass my time here, and for the first week it was insufferably dull.
Now, however, we begin to mend, our party is enlarged by Mrs. Vernon’s
brother, a handsome young man, who promises me some amusement. There is
something about him which rather interests",T,Jane Austen
"eparation could be too much for her to make.

She performed her promise of being discreet, to admiration.—She
attended to all that Mrs. Jennings had to say upon the subject, with an
unchanging complexion, dissented from her in nothing, and was heard
three times to say, “Yes, ma’am.”—She listened to her praise of Lucy
with only moving from one chair to another, and when Mrs. Jennings
talked of Edward’s affection, it cost her only a spasm in her
throat.—Such advances towards heroism in her sister,",T,Jane Austen
"her acquaintance with Susan and Susan's letter to Cecilia are
very pleasing and quite in character. But Miss Egerton does not entirely
satisfy us. She is too formal and solemn, we think, in her advice to her
brother not to fall in love; and it is hardly like a sensible woman,--it
is putting it into his head. We should like a few hints from her better.
We feel really obliged to you for introducing a Lady Kenrick; it will
remove the greatest fault in the work, and I give you credit for
considerabl",T,Jane Austen
" Here she
pretended to cry; I was out of patience with her. “But what,” said I,
“was your ladyship going to tell me about your disagreement with my
brother?” “It originated in an action of my daughter’s, which equally
marks her want of judgment and the unfortunate dread of me I have been
mentioning—she wrote to Mr. De Courcy.” “I know she did; you had
forbidden her speaking to Mr. Vernon or to me on the cause of her
distress; what could she do, therefore, but apply to my brother?” “Good
God!” sh",T,Jane Austen
"tinuance in a place where everything reminded her of former
delight, was exactly what suited her mind. In seasons of cheerfulness,
no temper could be more cheerful than hers, or possess, in a greater
degree, that sanguine expectation of happiness which is happiness
itself. But in sorrow she must be equally carried away by her fancy,
and as far beyond consolation as in pleasure she was beyond alloy.

Mrs. John Dashwood did not at all approve of what her husband intended
to do for his sisters. To ",T,Jane Austen
